time,open,high,low,close,volume,volume2
2015-01-09T09:15:00+0530,18845.9,18864.0,18758.5,18781.15,0.0,0.0
2015-01-09T10:15:00+0530,18781.15,18807.1,18745.6,18779.35,0.0,0.0
2015-01-09T11:15:00+0530,18779.35,18783.7,18570.85,18616.35,0.0,0.0
2015-01-09T12:15:00+0530,18616.35,18653.3,18517.25,18565.95,0.0,0.0
2015-01-09T13:15:00+0530,18569.4,18606.1,18479.65,18514.15,0.0,0.0
2015-01-09T14:15:00+0530,18514.15,18678.35,18490.6,18663.05,0.0,0.0
2015-01-09T15:15:00+0530,18663.05,18663.05,18582.9,18598.05,0.0,0.0
2015-01-12T09:15:00+0530,18632.0,18755.75,18530.1,18748.15,0.0,0.0
2015-01-12T10:15:00+0530,18748.15,18787.7,18701.7,18725.8,0.0,0.0
2015-01-12T11:15:00+0530,18725.8,18747.6,18673.05,18685.75,0.0,0.0
2015-01-12T12:15:00+0530,18684.25,18695.6,18629.3,18685.05,0.0,0.0
2015-01-12T13:15:00+0530,18687.5,18757.0,18670.3,18738.8,0.0,0.0
2015-01-12T14:15:00+0530,18738.2,18817.3,18730.8,18782.2,0.0,0.0
2015-01-12T15:15:00+0530,18782.2,18822.05,18778.5,18808.75,0.0,0.0
2015-01-13T09:15:00+0530,18889.0,18909.05,18815.8,18889.9,0.0,0.0
2015-01-13T10:15:00+0530,18889.9,18920.65,18856.35,18862.9,0.0,0.0
2015-01-13T11:15:00+0530,18860.4,18867.9,18813.8,18844.9,0.0,0.0
2015-01-13T12:15:00+0530,18844.9,18856.55,18801.75,18856.55,0.0,0.0
2015-01-13T13:15:00+0530,18856.5,18917.05,18843.2,18843.45,0.0,0.0
2015-01-13T14:15:00+0530,18843.45,18851.3,18642.8,18715.1,0.0,0.0
2015-01-13T15:15:00+0530,18715.1,18728.7,18701.55,18724.75,0.0,0.0
2015-01-14T09:15:00+0530,18670.4,18769.65,18621.75,18680.4,0.0,0.0
2015-01-14T10:15:00+0530,18684.65,18729.9,18659.95,18669.0,0.0,0.0
2015-01-14T11:15:00+0530,18670.6,18681.3,18595.5,18600.85,0.0,0.0
2015-01-14T12:15:00+0530,18600.85,18604.5,18517.9,18546.45,0.0,0.0
2015-01-14T13:15:00+0530,18553.75,18660.2,18526.25,18627.9,0.0,0.0
2015-01-14T14:15:00+0530,18624.4,18677.5,18547.95,18588.0,0.0,0.0
2015-01-14T15:15:00+0530,18588.4,18638.25,18579.85,18636.85,0.0,0.0
2015-01-15T09:15:00+0530,19340.45,19410.4,19061.35,19084.15,0.0,0.0
2015-01-15T10:15:00+0530,19084.15,19200.15,19069.1,19188.55,0.0,0.0
2015-01-15T11:15:00+0530,19188.55,19250.55,19173.05,19185.75,0.0,0.0
2015-01-15T12:15:00+0530,19185.75,19258.6,19164.7,19234.2,0.0,0.0
2015-01-15T13:15:00+0530,19239.55,19275.85,19221.4,19262.15,0.0,0.0
2015-01-15T14:15:00+0530,19261.25,19318.8,19240.0,19299.25,0.0,0.0
2015-01-15T15:15:00+0530,19302.3,19302.6,19132.05,19134.65,0.0,0.0
2015-01-19T09:15:00+0530,19384.2,19434.2,19357.1,19423.75,0.0,0.0
2015-01-19T10:15:00+0530,19423.75,19431.55,19393.35,19426.4,0.0,0.0
2015-01-19T11:15:00+0530,19426.4,19430.4,19367.35,19390.2,0.0,0.0
2015-01-19T12:15:00+0530,19390.2,19404.2,19332.7,19395.9,0.0,0.0
2015-01-19T13:15:00+0530,19395.9,19429.8,19382.05,19415.25,0.0,0.0
2015-01-19T14:15:00+0530,19415.25,19428.65,19370.4,19410.7,0.0,0.0
2015-01-19T15:15:00+0530,19410.7,19413.1,19397.1,19401.45,0.0,0.0
2015-01-20T09:15:00+0530,19446.8,19575.15,19446.8,19571.55,0.0,0.0
2015-01-20T10:15:00+0530,19571.55,19577.85,19546.65,19549.35,0.0,0.0
2015-01-20T11:15:00+0530,19539.5,19556.8,19520.4,19546.5,0.0,0.0
2015-01-20T12:15:00+0530,19546.5,19614.3,19544.3,19584.5,0.0,0.0
2015-01-20T13:15:00+0530,19584.5,19649.0,19551.7,19640.3,0.0,0.0
2015-01-20T14:15:00+0530,19648.0,19808.25,19645.8,19743.0,0.0,0.0
2015-01-20T15:15:00+0530,19743.0,19784.55,19738.45,19761.1,0.0,0.0
2015-01-21T09:15:00+0530,19811.85,19964.95,19803.15,19893.9,0.0,0.0
2015-01-21T10:15:00+0530,19896.85,19957.15,19839.85,19874.7,0.0,0.0
2015-01-21T11:15:00+0530,19874.7,19902.1,19846.5,19870.95,0.0,0.0
2015-01-21T12:15:00+0530,19872.15,19875.65,19827.9,19872.2,0.0,0.0
2015-01-21T13:15:00+0530,19872.2,19885.35,19837.25,19844.8,0.0,0.0
2015-01-21T14:15:00+0530,19845.35,19885.95,19810.4,19854.1,0.0,0.0
2015-01-21T15:15:00+0530,19854.1,19854.1,19817.75,19819.9,0.0,0.0
2015-01-22T09:15:00+0530,19898.5,19898.5,19788.7,19868.4,0.0,0.0
2015-01-22T10:15:00+0530,19866.4,19937.0,19856.95,19890.55,0.0,0.0
2015-01-22T11:15:00+0530,19890.55,19939.9,19881.25,19911.85,0.0,0.0
2015-01-22T12:15:00+0530,19916.25,19923.5,19848.8,19866.6,0.0,0.0
2015-01-22T13:15:00+0530,19866.6,19896.55,19816.75,19826.0,0.0,0.0
2015-01-22T14:15:00+0530,19825.2,19915.25,19811.6,19901.1,0.0,0.0
2015-01-22T15:15:00+0530,19901.15,19964.25,19896.05,19931.65,0.0,0.0
2015-01-23T09:15:00+0530,20133.85,20167.65,20083.15,20083.15,0.0,0.0
2015-01-23T10:15:00+0530,20083.15,20083.15,19967.35,20053.9,0.0,0.0
2015-01-23T11:15:00+0530,20053.9,20063.15,20016.25,20049.65,0.0,0.0
2015-01-23T12:15:00+0530,20049.65,20118.0,20045.0,20110.65,0.0,0.0
2015-01-23T13:15:00+0530,20110.7,20126.05,20048.75,20103.4,0.0,0.0
2015-01-23T14:15:00+0530,20103.4,20126.05,20068.4,20077.25,0.0,0.0
2015-01-23T15:15:00+0530,20077.25,20077.25,20033.15,20051.8,0.0,0.0
2015-01-27T09:15:00+0530,20179.8,20210.65,20098.25,20188.85,0.0,0.0
2015-01-27T10:15:00+0530,20189.9,20239.3,20187.3,20227.75,0.0,0.0
2015-01-27T11:15:00+0530,20227.75,20260.35,20174.7,20204.0,0.0,0.0
2015-01-27T12:15:00+0530,20204.0,20246.35,20195.75,20242.35,0.0,0.0
2015-01-27T13:15:00+0530,20241.7,20265.3,20215.8,20261.85,0.0,0.0
2015-01-27T14:15:00+0530,20261.85,20609.25,20261.85,20588.05,0.0,0.0
2015-01-27T15:15:00+0530,20588.05,20591.05,20531.4,20544.25,0.0,0.0
2015-01-28T09:15:00+0530,20507.5,20586.2,20477.25,20561.5,0.0,0.0
2015-01-28T10:15:00+0530,20561.65,20617.95,20508.85,20614.9,0.0,0.0
2015-01-28T11:15:00+0530,20615.85,20764.15,20613.8,20745.85,0.0,0.0
2015-01-28T12:15:00+0530,20747.65,20907.55,20603.1,20659.15,0.0,0.0
2015-01-28T13:15:00+0530,20660.5,20661.45,20458.35,20544.35,0.0,0.0
2015-01-28T14:15:00+0530,20544.35,20552.65,20435.0,20507.6,0.0,0.0
2015-01-28T15:15:00+0530,20507.6,20509.55,20449.8,20468.1,0.0,0.0
2015-01-29T09:15:00+0530,20475.7,20475.7,20338.95,20400.65,0.0,0.0
2015-01-29T10:15:00+0530,20400.65,20472.35,20400.65,20412.35,0.0,0.0
2015-01-29T11:15:00+0530,20412.35,20474.8,20388.25,20462.35,0.0,0.0
2015-01-29T12:15:00+0530,20454.85,20458.0,20365.55,20380.5,0.0,0.0
2015-01-29T13:15:00+0530,20380.5,20454.0,20374.65,20396.2,0.0,0.0
2015-01-29T14:15:00+0530,20396.2,20579.0,20360.85,20531.75,0.0,0.0
2015-01-29T15:15:00+0530,20531.9,20533.7,20497.0,20512.8,0.0,0.0
2015-01-30T09:15:00+0530,20600.65,20600.65,20410.55,20467.1,0.0,0.0
2015-01-30T10:15:00+0530,20468.25,20493.7,20232.6,20261.2,0.0,0.0
2015-01-30T11:15:00+0530,20261.2,20261.2,19982.6,20011.2,0.0,0.0
2015-01-30T12:15:00+0530,20011.2,20106.2,20009.6,20078.7,0.0,0.0
2015-01-30T13:15:00+0530,20076.05,20095.45,19825.6,19827.55,0.0,0.0
2015-01-30T14:15:00+0530,19827.55,19883.2,19732.45,19845.25,0.0,0.0
2015-01-30T15:15:00+0530,19845.25,19854.8,19805.4,19835.65,0.0,0.0
2015-02-02T09:15:00+0530,19778.95,19778.95,19594.65,19635.2,0.0,0.0
2015-02-02T10:15:00+0530,19639.5,19708.3,19600.25,19660.45,0.0,0.0
2015-02-02T11:15:00+0530,19657.1,19689.4,19564.5,19609.95,0.0,0.0
2015-02-02T12:15:00+0530,19609.95,19625.75,19575.8,19611.8,0.0,0.0
2015-02-02T13:15:00+0530,19607.9,19991.4,19601.6,19948.65,0.0,0.0
2015-02-02T14:15:00+0530,19948.65,19957.2,19776.25,19855.65,0.0,0.0
2015-02-02T15:15:00+0530,19853.95,19913.8,19838.3,19902.9,0.0,0.0
2015-02-03T09:15:00+0530,19941.7,19963.7,19798.55,19806.65,0.0,0.0
2015-02-03T10:15:00+0530,19806.65,19922.5,19642.15,19918.05,0.0,0.0
2015-02-03T11:15:00+0530,19915.55,19915.55,19442.0,19482.5,0.0,0.0
